order_id,customer_id,order_date,order_total,payment_method,shipping_address,order_status,created_at,updated_at
752,881,2025-01-08 13:35:58.372977,80.33,debit_card,"2696 Massey Valley Apt. 576, Martinmouth, MH 09157",pending,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
755,314,2025-01-09 04:30:32.372977,106.39,credit_card,"8650 Zimmerman Parkways, Brownside, NV 21771",pending,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
760,825,2025-01-10 12:01:53.372977,60.94,debit_card,"5339 Nunez Knolls Suite 460, Bryanmouth, FM 66329",processing,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
763,283,2025-01-10 13:47:23.372977,44.49,credit_card,"USNS Morales, FPO AE 49286",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
766,619,2025-01-11 19:22:31.372977,53.58,debit_card,"02387 Mary Corner Suite 647, Turnerborough, CO 27181",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
769,691,2025-01-12 10:56:00.372977,49.86,credit_card,"47824 Summers Port, Port Davidfort, ID 74914",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
786,628,2025-01-15 07:49:04.372977,184.93,apple_pay,"083 Kathleen Common, Barkerhaven, MT 59179",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
796,314,2025-01-17 12:47:59.372977,161.08,debit_card,"997 Barrett Club Suite 459, Wendyfurt, CO 35028",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
799,580,2025-01-17 22:57:48.372977,119.31,debit_card,"USS Wright, FPO AP 39717",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
802,544,2025-01-18 13:37:49.372977,148.56,debit_card,"6297 Reese Loaf Suite 930, Thomasfort, MP 73191",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
809,763,2025-01-19 07:28:12.372977,141.01,apple_pay,"8744 Cindy Run Apt. 375, Port Beckyburgh, FL 69261",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
812,979,2025-01-19 12:41:12.372977,156.74,apple_pay,"949 Melissa Shoals Apt. 151, North Nancyside, CO 65182",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
823,441,2025-01-21 21:16:56.372977,89.93,paypal,"87314 Brandi Islands, North Johnchester, NJ 70606",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
825,464,2025-01-21 22:51:05.372977,159.08,credit_card,"3293 Thornton Falls, Goodwinbury, NY 22369",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
830,901,2025-01-22 10:50:05.372977,122.72,debit_card,"0437 Jane Mall, New Lindabury, MA 69615",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
833,523,2025-01-22 22:46:56.372977,158.05,apple_pay,"889 Joshua Island, Cruzport, OK 39690",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
840,869,2025-01-23 14:39:26.372977,65.32,debit_card,"5430 Cody Path Suite 627, Michelleburgh, AS 01057",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
843,314,2025-01-24 03:40:45.372977,49.97,credit_card,"3163 Lucas Inlet Suite 472, Robertport, MS 61763",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
845,664,2025-01-24 13:27:31.372977,82.09,apple_pay,"89513 Smith Forest Suite 838, Mitchellborough, AK 69713",returned,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
848,739,2025-01-25 07:18:25.372977,133.83,paypal,"USNS Hunt, FPO AE 13398",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
855,544,2025-01-26 08:28:55.372977,146.35,credit_card,"Unit 8641 Box 4863, DPO AE 77936",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
859,943,2025-01-26 19:29:31.372977,195.67,paypal,"01203 Barbara Burgs Apt. 387, Port Katherineberg, ND 29840",processing,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
860,249,2025-01-26 19:34:11.372977,129.17,debit_card,"18673 Jasmin Drive, Stewartchester, TX 69512",pending,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
862,763,2025-01-27 02:27:19.372977,195.04,credit_card,"077 Green Corner, Carlaton, ME 88706",pending,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
863,938,2025-01-27 12:40:36.372977,66.38,credit_card,"876 Sean Mountain, Oliviaton, AL 32732",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
865,453,2025-01-27 21:17:44.372977,638.44,credit_card,"96970 Anthony Cape Apt. 434, Carolfort, MN 97349",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
866,72,2025-01-28 04:45:28.372977,102.43,credit_card,"9522 Jeremy Field, Jacobsville, SC 74005",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
868,279,2025-01-28 10:27:04.372977,83.47,paypal,"911 Cross Well, Lopezville, CT 31723",processing,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
884,464,2025-01-31 21:50:17.372977,160.43,credit_card,"753 Troy Islands, Port Tracey, GU 72107",processing,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
886,628,2025-02-01 01:13:03.372977,84.32,paypal,"4552 Rasmussen Points, Kimburgh, SC 50433",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
890,464,2025-02-01 09:29:16.372977,98.23,debit_card,"USS Nguyen, FPO AE 61427",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
894,881,2025-02-01 19:38:22.372977,107.72,apple_pay,"6866 Brooke Loaf, Nicoletown, NJ 49099",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
895,901,2025-02-01 21:12:34.372977,144.16,debit_card,"902 Tina Pike Suite 861, Lake Stacyside, IN 74546",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
898,628,2025-02-02 10:12:35.372977,114.09,credit_card,"938 Sarah Tunnel Suite 013, East Veronicachester, VI 01933",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
901,488,2025-02-02 13:32:27.372977,385.74,credit_card,"61969 Figueroa Cliffs Suite 877, Josephville, CO 68100",processing,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
904,619,2025-02-02 22:03:14.372977,177.51,credit_card,"26257 Burch Ranch, Randallfort, ME 51141",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
906,434,2025-02-03 05:26:23.372977,28.62,credit_card,"3958 Palmer Drives Suite 464, East Paulbury, AK 44756",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
939,283,2025-02-07 23:13:42.372977,112.34,debit_card,"104 Scott Squares Apt. 969, Edwardsport, CT 97973",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
954,619,2025-02-09 12:49:59.372977,94.94,paypal,"678 Robertson Extension Suite 855, East Timothyton, WA 12993",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
957,523,2025-02-09 21:30:24.372977,116.3,paypal,"16656 Brandon Mission, Lake Amandafurt, WV 09115",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
962,822,2025-02-11 12:41:56.372977,123.64,credit_card,"62216 Kristina Lights, Arnoldmouth, KS 52721",returned,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
964,357,2025-02-11 21:14:04.372977,153.15,credit_card,"94115 Robinson Drive, Leslieshire, MO 30987",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
972,441,2025-02-13 05:37:07.372977,117.11,credit_card,"913 Fox Garden, East Kristinhaven, GA 76097",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
975,249,2025-02-13 14:14:02.372977,56.34,apple_pay,"38992 Carroll Forks Suite 444, Kristinside, MH 98615",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
977,544,2025-02-13 21:44:29.372977,27.63,debit_card,"612 Victoria Lodge Suite 521, North Heathermouth, IL 10866",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
984,434,2025-02-14 11:48:42.372977,59.38,credit_card,"39188 Stanley Lodge Apt. 273, Teresabury, MP 31260",processing,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
990,488,2025-02-14 22:05:13.372977,300.87,debit_card,"6992 Brittany Rue, South Crystal, OR 04940",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
992,249,2025-02-14 22:49:17.372977,22.53,paypal,"8490 Hall Run Suite 783, North James, MO 16680",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1000,334,2025-02-16 08:59:22.372977,132.8,credit_card,"3209 Nicholas Forges, North Keithchester, KY 14702",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1003,997,2025-02-16 18:32:52.372977,120.82,paypal,"703 King Mountain Suite 630, Clarkemouth, OK 80148",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1007,441,2025-02-17 02:47:56.372977,148.6,credit_card,"PSC 0958, Box 0401, APO AA 51108",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1017,72,2025-02-18 13:04:55.372977,128.53,credit_card,"1138 Brown Islands, Garciachester, GA 81843",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1018,279,2025-02-18 14:47:24.372977,394.1,paypal,"345 Jackson Lights Apt. 628, Karahaven, LA 85192",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1028,441,2025-02-20 01:12:40.372977,55.23,debit_card,"35805 Cheyenne Village Suite 981, Stephanieside, AL 42898",cancelled,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1038,357,2025-02-21 08:48:59.372977,153.21,debit_card,"310 Joe Route Apt. 115, New Vanessaport, TX 85364",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1062,314,2025-02-24 14:38:26.372977,128.04,paypal,"1691 Joshua Forges, East Kathyside, AR 24802",pending,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1091,979,2025-02-28 21:08:20.372977,122.58,credit_card,"4190 Gonzalez Mountain Apt. 296, Middletonton, MA 01891",returned,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1092,249,2025-02-28 22:14:26.372977,121.65,credit_card,"USNV Cox, FPO AE 48333",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1093,427,2025-03-01 02:59:20.372977,271.0,paypal,"052 Jonathan Club Apt. 395, Scottview, AR 93516",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1094,943,2025-03-01 11:10:10.372977,381.81,apple_pay,"Unit 8436 Box 6113, DPO AA 91112",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1096,314,2025-03-02 04:59:56.372977,102.38,credit_card,"179 Jamie Plains Suite 015, Garcialand, WY 65448",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1097,615,2025-03-02 05:28:29.372977,90.25,credit_card,"54920 Keller Harbor Suite 111, Schroederside, OH 11027",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1099,523,2025-03-02 11:46:08.372977,101.32,credit_card,"8530 Brennan Via, Kingbury, CA 97042",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1105,763,2025-03-03 12:00:13.372977,65.71,credit_card,"9146 Noah Hills Apt. 573, South Ronald, NC 35907",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1106,283,2025-03-03 12:12:15.372977,73.01,credit_card,"8099 Salazar Port, Kimmouth, ID 31723",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1107,769,2025-03-03 12:23:54.372977,108.03,credit_card,"791 John Street Apt. 379, South Chadhaven, MA 94358",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1108,664,2025-03-03 17:53:08.372977,44.23,credit_card,"6636 Brandon Creek Apt. 816, Port Samuel, OR 57575",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1116,763,2025-03-04 11:00:39.372977,129.54,credit_card,"454 Fisher Mountains Apt. 965, Perryville, PA 24888",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1119,979,2025-03-04 13:54:47.372977,126.34,debit_card,"868 Linda Keys, Andresfort, NY 71241",processing,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1123,825,2025-03-05 09:32:33.372977,118.1,credit_card,"4620 Scott Heights, Thomasshire, RI 10485",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1124,246,2025-03-05 09:55:57.372977,120.56,paypal,"89899 Adrian Park, Peterville, WA 15814",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1125,938,2025-03-05 12:19:43.372977,100.4,debit_card,"87884 Chavez Port, West Kimberly, NH 46142",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1130,672,2025-03-06 03:00:24.372977,69.16,paypal,"35180 Linda Inlet Apt. 149, Port Amanda, NY 39423",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1131,825,2025-03-06 04:52:09.372977,98.05,debit_card,"PSC 9036, Box 7486, APO AA 47695",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1137,434,2025-03-06 17:15:56.372977,113.44,apple_pay,"91684 Carroll Extension Suite 349, Denisemouth, GU 80966",processing,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1140,825,2025-03-07 11:06:08.372977,145.79,paypal,"38678 James Fall, Zhangside, KY 95853",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1141,580,2025-03-07 12:11:33.372977,24.46,debit_card,"42599 Jonathan Unions Apt. 193, Jessicaside, OK 67300",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1147,357,2025-03-09 01:13:19.372977,104.58,credit_card,"1346 Cynthia Throughway, South Amyton, SC 63878",pending,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1148,441,2025-03-09 05:56:50.372977,138.37,debit_card,"USCGC Heath, FPO AE 08421",processing,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1149,580,2025-03-09 12:14:38.372977,55.47,debit_card,"80770 Jesse Trail Apt. 715, South Amberberg, LA 50469",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1165,531,2025-03-12 03:05:25.372977,85.47,credit_card,"24934 Crystal Knoll, East Christopher, GA 11490",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1166,434,2025-03-12 07:33:43.372977,46.58,debit_card,"8848 Rivera Oval Apt. 744, Sullivantown, NV 18208",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1170,434,2025-03-12 20:08:28.372977,40.7,debit_card,"748 Ashley Parks Apt. 940, Breannaside, AZ 18897",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1176,531,2025-03-13 17:13:22.372977,73.56,credit_card,"609 Donald Brooks Suite 072, Jonstad, VA 26468",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1177,523,2025-03-13 19:07:48.372977,73.15,paypal,"8265 Williams Mills, East Veronica, PW 15048",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1178,363,2025-03-13 20:16:56.372977,112.48,paypal,"03043 Brandon Turnpike, Fordtown, VA 04163",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1179,363,2025-03-13 21:31:56.372977,201.19,debit_card,"42647 Bruce Plains, Port Charlesmouth, FM 03034",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1181,901,2025-03-13 22:43:47.372977,133.6,credit_card,"98310 Brian Spur, Edwardmouth, AK 27030",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1187,279,2025-03-14 13:11:15.372977,119.1,debit_card,"88947 Cole Points, Martinhaven, VI 86477",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1189,283,2025-03-14 21:31:43.372977,44.25,paypal,"314 Hansen Mission, Taylorfurt, PA 86882",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1191,943,2025-03-15 09:46:07.372977,118.95,apple_pay,"781 Mccullough Camp, Elizabethchester, ME 80792",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1198,334,2025-03-15 21:20:03.372977,62.54,credit_card,"974 Pruitt Loop Suite 071, New Wendyshire, MA 09406",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1209,279,2025-03-17 12:07:21.372977,372.49,credit_card,"2644 Jonathan Rue Apt. 279, Russellmouth, PA 85855",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1210,441,2025-03-17 19:51:00.372977,83.17,debit_card,"8564 Adkins Haven, Robertview, AK 41032",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1212,739,2025-03-17 21:42:57.372977,180.78,credit_card,"40287 Torres Mountain Apt. 648, East Johnfort, NC 21271",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1216,544,2025-03-17 22:56:56.372977,143.4,google_pay,"07178 Ricky Knoll Suite 026, Thomasberg, ID 10565",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1222,938,2025-03-18 19:47:54.372977,142.86,credit_card,"679 Robert Dale Suite 341, Frenchland, PR 40087",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1224,997,2025-03-18 22:36:06.372977,109.45,credit_card,"499 Patrick Ferry, East Brettmouth, GA 16404",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1225,979,2025-03-19 10:27:17.372977,40.92,credit_card,"USNS Walker, FPO AA 70760",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1226,664,2025-03-19 12:58:11.372977,84.0,debit_card,"39964 Henry Crest, South Matthew, IN 05785",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1228,979,2025-03-20 14:00:25.372977,173.23,paypal,"70775 Jennifer Plaza Suite 949, Gonzalezstad, NH 50031",processing,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1233,615,2025-03-20 22:17:06.372977,40.51,paypal,"70725 Nelson Stream Apt. 786, North Carolynview, NH 85596",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1242,831,2025-03-22 13:05:03.372977,154.44,credit_card,"36024 Graham Street Suite 467, Thomasstad, CA 58374",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1244,901,2025-03-22 18:27:35.372977,84.43,google_pay,"33467 Jones Square, Lake Rachelmouth, MN 01904",cancelled,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1248,283,2025-03-23 04:04:17.372977,104.81,credit_card,"206 Tracy Gateway, Banksborough, AR 04832",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1252,363,2025-03-23 12:12:34.372977,382.38,paypal,"8287 Cooper Mission, Jessicastad, DC 43998",processing,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1254,901,2025-03-24 09:43:43.372977,51.33,debit_card,"6620 Matthew Spurs Suite 094, Natashafort, ND 76752",processing,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1255,869,2025-03-24 12:06:15.372977,109.45,credit_card,"473 Tasha Estates Apt. 224, Port Ryan, NV 73404",pending,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1266,453,2025-03-25 14:44:40.372977,359.55,credit_card,"6262 Mark Trace Suite 053, East Kaitlynland, WA 70574",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1269,943,2025-03-26 14:49:29.372977,257.1,credit_card,"56286 Tyler Pass Apt. 384, Popeland, IA 97359",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1270,523,2025-03-26 16:09:07.372977,42.58,paypal,"454 Dustin Pass, Bakerview, NJ 53018",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1272,246,2025-03-26 21:46:25.372977,87.86,paypal,"364 Stephenson Center, South James, NM 52354",processing,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1284,531,2025-03-28 02:47:50.372977,96.42,debit_card,"08165 Hayley Junctions Suite 153, North Jennifer, GA 73694",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1286,464,2025-03-28 19:40:38.372977,186.88,credit_card,"Unit 0241 Box 5984, DPO AA 77731",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1287,488,2025-03-29 05:12:16.372977,246.22,google_pay,"44379 Richard Meadow Apt. 448, Floydmouth, DE 16167",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1291,763,2025-03-29 13:20:57.372977,195.9,debit_card,"78049 Poole Dale, New Jaimeside, AS 25710",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1298,434,2025-03-30 03:57:18.372977,47.73,apple_pay,"5859 Michelle Shore, Port Douglas, KS 34073",pending,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1300,825,2025-03-30 12:00:32.372977,70.96,debit_card,"83262 Matthew Manors Apt. 483, Youngberg, MH 30895",pending,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1301,363,2025-03-30 18:33:00.372977,127.71,credit_card,"07086 Angela Rapids, Wesleyport, MO 89796",pending,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1308,672,2025-03-31 11:38:45.372977,142.18,debit_card,"442 Fuentes Extensions, East Raven, LA 63266",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1314,938,2025-03-31 21:44:39.372977,98.01,debit_card,"7301 Anderson Club, Isabelmouth, SC 68345",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1319,431,2025-04-01 07:41:24.372977,107.74,credit_card,"47863 Pittman Terrace Apt. 362, Sextonbury, AR 66240",cancelled,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1324,901,2025-04-02 08:38:23.372977,76.22,credit_card,"701 Thompson Radial Suite 033, Johnstonfurt, ND 29981",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1325,831,2025-04-02 09:46:13.372977,171.23,debit_card,"68973 Shelley Gateway, Westberg, IA 91696",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1331,938,2025-04-03 04:53:10.372977,103.08,apple_pay,"80571 Pamela Viaduct Suite 844, Brandonberg, VA 64378",processing,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1335,763,2025-04-03 12:19:05.372977,128.53,credit_card,"USS Lyons, FPO AE 29260",cancelled,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1342,881,2025-04-04 11:48:59.372977,54.87,debit_card,"524 Cynthia Park Suite 155, South Martinchester, KS 40631",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1350,434,2025-04-05 21:16:59.372977,84.36,apple_pay,"26193 Salazar Way Apt. 293, New Deborahport, LA 28740",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1353,488,2025-04-06 10:41:34.372977,101.43,credit_card,"8616 Heath Glen Apt. 300, East Frank, MT 38813",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1363,615,2025-04-07 22:00:34.372977,186.58,apple_pay,"8085 Christopher Square, Port Nataliemouth, AK 87550",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1370,72,2025-04-09 01:37:15.372977,83.6,credit_card,"PSC 1830, Box 2585, APO AE 35567",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1372,938,2025-04-09 11:52:58.372977,132.85,debit_card,"USNV Allen, FPO AA 18280",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1374,314,2025-04-09 12:29:59.372977,80.47,debit_card,"4064 Martin Pine, Russellhaven, AL 01084",cancelled,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1376,769,2025-04-09 14:19:42.372977,390.88,paypal,"768 Chang Groves, Maryberg, MD 45039",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1379,363,2025-04-10 02:55:00.372977,280.8,debit_card,"325 Phillips Inlet Apt. 387, East Johnathan, CT 99914",processing,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1382,881,2025-04-10 12:20:08.372977,115.78,debit_card,"1187 Megan Mill Suite 989, North Robertside, AZ 20540",pending,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1384,831,2025-04-10 19:17:12.372977,187.49,credit_card,"095 David Stream, Snyderside, KS 67417",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1395,434,2025-04-11 12:47:16.372977,130.13,credit_card,"772 Hernandez Loop Apt. 746, Sanchezhaven, KY 83502",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1396,246,2025-04-11 13:35:12.372977,87.07,credit_card,"17794 Suzanne Row Apt. 101, Taylorview, ND 17983",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1397,664,2025-04-11 21:26:40.372977,171.84,credit_card,"302 Jimmy Ford, Andersonstad, MT 21021",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1402,334,2025-04-13 01:36:27.372977,69.08,debit_card,"24076 Mitchell Roads, Elizabethborough, MS 20471",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1403,453,2025-04-13 05:24:17.372977,406.36,credit_card,"9109 Julia Orchard Suite 865, East Kelli, ND 01085",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1404,488,2025-04-13 13:29:30.372977,290.72,credit_card,"0438 James Ports Apt. 384, New Beckyville, HI 52324",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1410,431,2025-04-14 13:41:36.372977,45.49,debit_card,"3156 English Junctions, Lake Jasonmouth, ID 68978",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1415,901,2025-04-14 22:13:48.372977,130.91,credit_card,"9178 Stacy Plaza Suite 576, West David, VT 57262",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1416,831,2025-04-15 04:03:32.372977,236.99,credit_card,"492 Gregory Land, South Carol, WV 85157",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1420,997,2025-04-15 12:16:31.372977,100.4,paypal,"83239 Gonzalez Drive Apt. 559, Jacobborough, MH 78166",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1427,938,2025-04-16 18:20:36.372977,30.69,credit_card,"824 Lee Cliffs Apt. 737, West Michaelbury, CA 14902",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1430,831,2025-04-17 04:34:08.372977,303.93,paypal,"69562 Claudia Pass, Janetfurt, CO 96104",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1431,769,2025-04-17 10:45:18.372977,299.72,apple_pay,"082 Christopher Terrace Apt. 461, Jessicashire, KY 55711",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1439,869,2025-04-18 06:25:49.372977,49.08,credit_card,"937 Robert Rapid Suite 191, East Shelby, AL 44153",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
1447,580,2025-04-19 20:04:11.372977,140.52,google_pay,"311 Tiffany Springs Apt. 309, Crawfordborough, PA 59203",processing,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
